year,county,season,crop,area_harvested_ha,rainfall_mm,avg_temp_c,fertiliser_use_kg_ha,seed_variety,yield_tonnes_ha
2003,Vihiga,Long Rains,Beans,5.11,642.2,20.6,43.3,Improved Traditional,0.76
2003,Vihiga,Long Rains,Maize,1.73,544.8,18.4,43.3,Improved Traditional,0.43
2003,Vihiga,Short Rains,Beans,14.43,442.6,18.4,43.3,Traditional,0.2
2003,Vihiga,Short Rains,Maize,7.58,412.5,17.4,43.3,Traditional,0.26
2003,Bomet,Long Rains,Beans,3.19,494.4,19.3,109.4,Traditional,0.29
2003,Bomet,Long Rains,Maize,10.03,502.8,16.3,109.4,Hybrid,0.38
2003,Bomet,Long Rains,Tea,7.7,750.7,18.0,109.4,Improved Traditional,2.88
2003,Bomet,Long Rains,Potatoes,11.6,672.5,16.4,109.4,Hybrid,7.22
2003,Bomet,Short Rains,Beans,8.94,388.1,17.3,109.4,Hybrid,0.38
2003,Bomet,Short Rains,Maize,10.13,230.3,16.8,109.4,Hybrid,0.31
2003,Bomet,Short Rains,Tea,0.83,315.7,16.6,109.4,Improved Traditional,0.49
2003,Bomet,Short Rains,Potatoes,1.0,516.9,17.8,109.4,Improved Traditional,1.26
2003,Kericho,Long Rains,Beans,11.71,685.1,17.1,178.8,Hybrid,2.56
2003,Kericho,Long Rains,Maize,8.84,566.8,19.5,178.8,Traditional,1.16
2003,Kericho,Long Rains,Tea,5.06,534.1,19.3,178.8,Hybrid,0.95
2003,Kericho,Short Rains,Beans,9.34,501.7,17.8,178.8,Improved Traditional,0.42
2003,Kericho,Short Rains,Maize,10.92,522.3,19.1,178.8,Hybrid,1.1
2003,Kericho,Short Rains,Tea,13.33,515.4,16.4,178.8,Hybrid,0.94
2003,Nyeri,Long Rains,Beans,12.98,284.0,16.3,41.9,Traditional,0.2
2003,Nyeri,Long Rains,Maize,3.09,593.0,16.1,41.9,Hybrid,1.25
2003,Nyeri,Long Rains,Tea,10.5,188.8,15.7,41.9,Improved Traditional,0.22
2003,Nyeri,Long Rains,Coffee,2.62,553.7,15.3,41.9,Hybrid,1.12
2003,Nyeri,Short Rains,Beans,9.66,362.6,16.3,41.9,Improved Traditional,0.2
2003,Nyeri,Short Rains,Maize,14.69,186.5,16.0,41.9,Traditional,0.2
2003,Nyeri,Short Rains,Tea,10.56,50.0,17.5,41.9,Traditional,0.2
2003,Nyeri,Short Rains,Coffee,14.26,238.8,16.2,41.9,Improved Traditional,0.2
2003,Muranga,Long Rains,Beans,6.17,471.7,19.6,74.5,Hybrid,0.97
2003,Muranga,Long Rains,Maize,2.23,460.7,16.8,74.5,Hybrid,0.86
2003,Muranga,Long Rains,Tea,4.83,483.4,17.8,74.5,Hybrid,3.01
2003,Muranga,Long Rains,Coffee,12.26,559.5,16.8,74.5,Traditional,0.93
2003,Muranga,Short Rains,Beans,2.94,283.1,16.9,74.5,Hybrid,0.2
2003,Muranga,Short Rains,Maize,12.81,446.3,17.4,74.5,Improved Traditional,0.85
2003,Muranga,Short Rains,Tea,5.96,276.8,19.5,74.5,Traditional,0.3
2003,Muranga,Short Rains,Coffee,2.69,218.3,16.3,74.5,Improved Traditional,0.22
2003,Kiambu,Long Rains,Beans,6.31,377.8,17.2,46.5,Traditional,0.2
2003,Kiambu,Long Rains,Maize,8.08,639.0,16.1,46.5,Traditional,0.38
2003,Kiambu,Long Rains,Coffee,14.24,413.6,18.0,46.5,Traditional,0.91
2003,Kiambu,Short Rains,Beans,10.12,182.0,19.6,46.5,Traditional,0.2
2003,Kiambu,Short Rains,Maize,13.64,275.7,17.3,46.5,Traditional,0.24
2003,Kiambu,Short Rains,Coffee,13.56,239.3,19.6,46.5,Traditional,0.2
2003,Kirinyaga,Long Rains,Beans,11.28,487.6,15.0,65.2,Hybrid,0.53
2003,Kirinyaga,Long Rains,Maize,5.46,345.8,18.1,65.2,Improved Traditional,0.54
2003,Kirinyaga,Long Rains,Coffee,7.78,354.8,19.2,65.2,Improved Traditional,0.34
2003,Kirinyaga,Long Rains,Rice,8.24,482.6,15.2,65.2,Traditional,0.34
2003,Kirinyaga,Short Rains,Beans,3.59,230.0,18.2,65.2,Traditional,0.2
2003,Kirinyaga,Short Rains,Maize,7.33,366.0,17.1,65.2,Traditional,0.26
2003,Kirinyaga,Short Rains,Coffee,11.27,289.4,19.4,65.2,Traditional,0.2
2003,Kirinyaga,Short Rains,Rice,9.01,278.8,19.3,65.2,Improved Traditional,0.27
2003,Embu,Long Rains,Beans,3.91,346.5,21.7,48.9,Traditional,0.2
2003,Embu,Long Rains,Maize,2.0,290.5,20.2,48.9,Hybrid,0.36
2003,Embu,Long Rains,Coffee,14.09,384.7,18.9,48.9,Traditional,0.3
2003,Embu,Short Rains,Beans,2.43,276.7,19.0,48.9,Traditional,0.21
2003,Embu,Short Rains,Maize,11.84,237.2,20.3,48.9,Hybrid,0.36
2003,Embu,Short Rains,Coffee,11.84,116.1,20.9,48.9,Traditional,0.2
2003,Meru,Long Rains,Beans,13.41,463.9,19.2,69.0,Traditional,0.46
2003,Meru,Long Rains,Maize,12.31,402.5,17.6,69.0,Traditional,1.34
2003,Meru,Long Rains,Coffee,5.8,564.2,15.1,69.0,Hybrid,1.52
2003,Meru,Long Rains,Potatoes,3.54,323.2,15.0,69.0,Traditional,1.06
2003,Meru,Short Rains,Beans,4.89,256.1,18.6,69.0,Traditional,0.2
2003,Meru,Short Rains,Maize,5.49,338.7,16.7,69.0,Traditional,0.2
2003,Meru,Short Rains,Coffee,13.22,293.0,19.0,69.0,Hybrid,0.34
2003,Meru,Short Rains,Potatoes,9.36,305.5,15.4,69.0,Traditional,1.08
2003,Tharaka-Nithi,Long Rains,Beans,10.48,393.4,16.7,56.9,Improved Traditional,0.63
2003,Tharaka-Nithi,Long Rains,Maize,14.41,305.5,18.2,56.9,Traditional,0.3
2003,Tharaka-Nithi,Short Rains,Beans,9.14,304.2,21.2,56.9,Hybrid,0.33
2003,Tharaka-Nithi,Short Rains,Maize,4.13,204.8,20.8,56.9,Improved Traditional,0.37
2003,Nyandarua,Long Rains,Beans,1.08,468.3,17.7,73.3,Improved Traditional,0.63
2003,Nyandarua,Long Rains,Maize,13.81,554.6,16.4,73.3,Hybrid,2.09
2003,Nyandarua,Long Rains,Potatoes,2.04,391.8,14.8,73.3,Improved Traditional,1.4
2003,Nyandarua,Short Rains,Beans,10.81,160.6,15.4,73.3,Hybrid,0.2
2003,Nyandarua,Short Rains,Maize,2.13,362.3,17.2,73.3,Hybrid,0.83
2003,Nyandarua,Short Rains,Potatoes,3.74,296.5,17.1,73.3,Traditional,1.03
2003,Nairobi,Long Rains,Beans,13.37,361.6,18.4,26.5,Improved Traditional,0.2
2003,Nairobi,Long Rains,Maize,4.62,303.0,19.1,26.5,Hybrid,0.26
2003,Nairobi,Short Rains,Beans,2.02,351.6,20.9,26.5,Hybrid,0.34
2003,Nairobi,Short Rains,Maize,9.79,146.4,18.8,26.5,Hybrid,0.2
2003,Machakos,Long Rains,Sorghum,4.44,353.5,23.5,70.8,Traditional,0.45
2003,Machakos,Long Rains,Beans,14.57,238.4,22.9,70.8,Traditional,0.2
2003,Machakos,Long Rains,Maize,5.34,335.8,22.4,70.8,Traditional,1.17
2003,Machakos,Short Rains,Sorghum,5.38,208.8,22.3,70.8,Improved Traditional,0.2
2003,Machakos,Short Rains,Beans,7.81,191.3,24.4,70.8,Traditional,0.2
2003,Machakos,Short Rains,Maize,13.55,185.9,21.2,70.8,Hybrid,0.2
2003,Makueni,Long Rains,Sorghum,1.64,221.7,24.7,15.1,Improved Traditional,0.2
2003,Makueni,Long Rains,Beans,7.65,299.3,25.8,15.1,Traditional,0.2
2003,Makueni,Long Rains,Maize,6.72,274.8,23.6,15.1,Traditional,0.21
2003,Makueni,Short Rains,Sorghum,1.57,177.9,26.1,15.1,Improved Traditional,0.2
2003,Makueni,Short Rains,Beans,1.54,87.4,22.8,15.1,Improved Traditional,0.2
2003,Makueni,Short Rains,Maize,10.44,140.5,23.1,15.1,Traditional,0.2
2003,Kitui,Long Rains,Sorghum,12.36,182.5,24.9,15.5,Improved Traditional,0.2
2003,Kitui,Long Rains,Beans,12.74,166.2,25.8,15.5,Traditional,0.2
2003,Kitui,Long Rains,Maize,3.45,237.9,24.0,15.5,Traditional,0.2
2003,Kitui,Short Rains,Sorghum,15.0,257.1,25.5,15.5,Improved Traditional,0.2
2003,Kitui,Short Rains,Beans,11.42,224.4,25.4,15.5,Traditional,0.2
2003,Kitui,Short Rains,Maize,8.49,211.4,23.1,15.5,Traditional,0.21
2003,Mombasa,Long Rains,Beans,7.32,524.7,28.2,25.6,Traditional,0.2
2003,Mombasa,Long Rains,Maize,8.91,385.4,27.0,25.6,Traditional,0.2
2003,Mombasa,Short Rains,Beans,4.17,438.1,29.9,25.6,Hybrid,0.2
2003,Mombasa,Short Rains,Maize,6.83,381.6,27.3,25.6,Hybrid,0.2
2003,Kilifi,Long Rains,Beans,13.12,313.6,27.0,22.8,Improved Traditional,0.2
2003,Kilifi,Long Rains,Maize,7.31,324.6,26.0,22.8,Hybrid,0.2
2003,Kilifi,Long Rains,Cassava,1.35,572.3,26.8,22.8,Traditional,1.88
2003,Kilifi,Short Rains,Beans,8.26,79.3,27.6,22.8,Hybrid,0.2
2003,Kilifi,Short Rains,Maize,2.68,178.5,27.5,22.8,Hybrid,0.2
2003,Kilifi,Short Rains,Cassava,3.9,204.6,28.3,22.8,Traditional,0.2
2003,Kwale,Long Rains,Beans,12.01,448.3,28.1,39.4,Traditional,0.2
2003,Kwale,Long Rains,Maize,0.7,509.5,26.8,39.4,Improved Traditional,0.88
2003,Kwale,Long Rains,Cassava,9.42,362.5,26.7,39.4,Improved Traditional,0.44
2003,Kwale,Short Rains,Beans,10.46,309.4,26.5,39.4,Traditional,0.2
2003,Kwale,Short Rains,Maize,10.38,234.9,28.3,39.4,Traditional,0.2
2003,Kwale,Short Rains,Cassava,10.65,306.1,25.9,39.4,Traditional,0.22
2003,Tana River,Long Rains,Beans,3.63,139.6,30.5,29.1,Traditional,0.2
2003,Tana River,Long Rains,Maize,2.98,298.5,29.4,29.1,Hybrid,0.39
2003,Tana River,Long Rains,Rice,4.95,239.1,29.0,29.1,Traditional,0.4
2003,Tana River,Short Rains,Beans,2.83,136.4,29.1,29.1,Traditional,0.2
2003,Tana River,Short Rains,Maize,14.04,132.8,29.3,29.1,Traditional,0.2
2003,Tana River,Short Rains,Rice,3.26,64.8,32.4,29.1,Improved Traditional,0.2
2003,Lamu,Long Rains,Beans,9.11,464.3,27.7,28.6,Hybrid,0.2
2003,Lamu,Long Rains,Maize,1.81,438.5,29.5,28.6,Hybrid,0.37
2003,Lamu,Short Rains,Beans,12.24,360.0,30.2,28.6,Traditional,0.2
2003,Lamu,Short Rains,Maize,14.77,187.3,28.6,28.6,Traditional,0.2
2003,Taita Taveta,Long Rains,Beans,14.33,374.4,24.3,16.7,Traditional,0.2
2003,Taita Taveta,Long Rains,Maize,1.87,325.8,23.6,16.7,Traditional,0.35
2003,Taita Taveta,Short Rains,Beans,3.43,286.1,24.0,16.7,Traditional,0.2
2003,Taita Taveta,Short Rains,Maize,5.61,85.6,22.8,16.7,Hybrid,0.2
2003,Garissa,Long Rains,Sorghum,0.59,129.8,31.8,31.6,Improved Traditional,0.2
2003,Garissa,Long Rains,Beans,1.84,134.4,31.0,31.6,Hybrid,0.2
2003,Garissa,Long Rains,Maize,5.9,95.0,32.8,31.6,Hybrid,0.2
2003,Garissa,Short Rains,Sorghum,10.83,149.9,31.3,31.6,Hybrid,0.34
2003,Garissa,Short Rains,Beans,9.06,103.4,30.6,31.6,Traditional,0.2
2003,Garissa,Short Rains,Maize,9.13,79.0,32.3,31.6,Traditional,0.2
2003,Wajir,Long Rains,Sorghum,12.76,149.1,32.0,18.8,Traditional,0.21
2003,Wajir,Long Rains,Beans,4.23,104.9,32.5,18.8,Hybrid,0.2
2003,Wajir,Long Rains,Maize,3.25,111.4,33.5,18.8,Traditional,0.2
2003,Wajir,Short Rains,Sorghum,6.46,105.0,32.2,18.8,Traditional,0.2
2003,Wajir,Short Rains,Beans,12.08,123.8,33.3,18.8,Improved Traditional,0.2
2003,Wajir,Short Rains,Maize,9.35,71.6,34.5,18.8,Improved Traditional,0.2
2003,Mandera,Long Rains,Sorghum,5.5,126.5,33.5,39.0,Improved Traditional,0.2
2003,Mandera,Long Rains,Beans,14.5,89.2,33.3,39.0,Traditional,0.2
2003,Mandera,Long Rains,Maize,3.84,172.6,35.4,39.0,Traditional,0.2
2003,Mandera,Short Rains,Sorghum,10.05,93.4,32.9,39.0,Traditional,0.2
2003,Mandera,Short Rains,Beans,8.99,50.0,34.9,39.0,Traditional,0.2
2003,Mandera,Short Rains,Maize,14.97,103.3,32.6,39.0,Improved Traditional,0.2
2003,Turkana,Long Rains,Sorghum,3.57,125.5,34.1,37.1,Improved Traditional,0.2
2003,Turkana,Long Rains,Beans,13.19,87.5,34.5,37.1,Hybrid,0.2
2003,Turkana,Long Rains,Maize,4.71,50.0,36.0,37.1,Traditional,0.2
2003,Turkana,Short Rains,Sorghum,4.77,50.0,37.1,37.1,Traditional,0.2
2003,Turkana,Short Rains,Beans,1.64,112.3,35.4,37.1,Hybrid,0.2
2003,Turkana,Short Rains,Maize,13.89,97.4,36.1,37.1,Traditional,0.2
2003,West Pokot,Long Rains,Beans,6.13,258.3,22.4,67.8,Traditional,0.2
2003,West Pokot,Long Rains,Maize,1.12,194.6,22.4,67.8,Traditional,0.32
2003,West Pokot,Short Rains,Beans,0.71,228.0,21.9,67.8,Traditional,0.2
2003,West Pokot,Short Rains,Maize,11.09,239.3,23.1,67.8,Traditional,0.34
2003,Samburu,Long Rains,Beans,5.53,230.4,27.1,15.9,Improved Traditional,0.2
2003,Samburu,Long Rains,Maize,5.74,242.6,27.4,15.9,Hybrid,0.4
2003,Samburu,Short Rains,Beans,3.42,141.2,25.0,15.9,Improved Traditional,0.2
2003,Samburu,Short Rains,Maize,3.56,117.4,26.8,15.9,Traditional,0.2
2003,Baringo,Long Rains,Beans,4.38,450.1,20.6,4.2,Traditional,0.2
2003,Baringo,Long Rains,Maize,3.26,452.1,23.5,4.2,Traditional,0.36
2003,Baringo,Short Rains,Beans,4.86,215.9,23.5,4.2,Traditional,0.2
2003,Baringo,Short Rains,Maize,11.07,193.2,24.4,4.2,Improved Traditional,0.2
2003,Laikipia,Long Rains,Wheat,10.06,470.6,20.2,46.0,Traditional,1.27
2003,Laikipia,Long Rains,Beans,5.82,494.4,19.7,46.0,Hybrid,0.75
2003,Laikipia,Long Rains,Maize,1.46,317.8,21.2,46.0,Hybrid,0.54
2003,Laikipia,Short Rains,Wheat,4.22,244.7,19.7,46.0,Traditional,0.47
2003,Laikipia,Short Rains,Beans,10.91,114.4,19.0,46.0,Hybrid,0.2
2003,Laikipia,Short Rains,Maize,11.8,248.9,18.7,46.0,Traditional,0.24
2003,Kisumu,Long Rains,Beans,13.62,580.3,22.6,73.2,Hybrid,0.81
2003,Kisumu,Long Rains,Maize,0.54,387.3,21.8,73.2,Improved Traditional,0.49
2003,Kisumu,Short Rains,Beans,5.8,379.9,22.7,73.2,Traditional,0.2
2003,Kisumu,Short Rains,Maize,7.49,259.5,20.9,73.2,Traditional,0.29
2003,Siaya,Long Rains,Beans,1.66,472.5,22.6,55.1,Traditional,0.2
2003,Siaya,Long Rains,Maize,13.82,527.8,21.4,55.1,Hybrid,1.52
2003,Siaya,Long Rains,Cassava,12.35,433.3,22.8,55.1,Traditional,0.41
2003,Siaya,Short Rains,Beans,10.29,514.7,23.8,55.1,Traditional,0.41
2003,Siaya,Short Rains,Maize,4.23,104.1,23.8,55.1,Traditional,0.2
2003,Siaya,Short Rains,Cassava,6.03,269.8,22.3,55.1,Improved Traditional,0.21
2003,Homa Bay,Long Rains,Beans,9.45,495.3,22.1,49.3,Hybrid,0.49
2003,Homa Bay,Long Rains,Maize,13.02,312.1,23.9,49.3,Traditional,0.22
2003,Homa Bay,Short Rains,Beans,6.73,302.4,23.3,49.3,Traditional,0.2
2003,Homa Bay,Short Rains,Maize,9.57,203.6,23.4,49.3,Improved Traditional,0.2
2003,Migori,Long Rains,Beans,3.16,744.3,22.8,40.5,Traditional,0.36
2003,Migori,Long Rains,Maize,13.48,588.0,22.5,40.5,Traditional,1.77
2003,Migori,Short Rains,Beans,12.65,330.8,21.5,40.5,Hybrid,0.2
2003,Migori,Short Rains,Maize,13.77,366.1,20.2,40.5,Traditional,0.2
2003,Kajiado,Long Rains,Beans,7.42,329.0,20.8,18.5,Hybrid,0.28
2003,Kajiado,Long Rains,Maize,3.22,275.7,22.6,18.5,Traditional,0.48
2003,Kajiado,Short Rains,Beans,11.1,179.2,22.3,18.5,Improved Traditional,0.2
2003,Kajiado,Short Rains,Maize,1.47,134.8,21.6,18.5,Traditional,0.2
2003,Narok,Long Rains,Wheat,7.71,423.2,18.7,67.1,Hybrid,1.97
2003,Narok,Long Rains,Beans,3.67,421.5,18.6,67.1,Traditional,0.45
2003,Narok,Long Rains,Maize,0.64,390.0,18.5,67.1,Traditional,0.35
2003,Narok,Short Rains,Wheat,12.69,179.6,18.8,67.1,Hybrid,0.27
2003,Narok,Short Rains,Beans,5.72,285.4,18.8,67.1,Hybrid,0.35
2003,Narok,Short Rains,Maize,13.42,220.8,19.0,67.1,Traditional,0.39
2003,Elgeyo-Marakwet,Long Rains,Beans,0.69,363.7,18.3,59.0,Traditional,0.2
2003,Elgeyo-Marakwet,Long Rains,Maize,14.46,393.4,16.0,59.0,Hybrid,0.22
2003,Elgeyo-Marakwet,Short Rains,Beans,5.99,379.2,17.4,59.0,Traditional,0.2
2003,Elgeyo-Marakwet,Short Rains,Maize,12.98,377.0,17.3,59.0,Traditional,0.3
2003,Busia,Long Rains,Beans,4.96,599.4,21.2,70.7,Improved Traditional,1.05
2003,Busia,Long Rains,Maize,1.18,508.0,19.6,70.7,Improved Traditional,2.09
2003,Busia,Long Rains,Cassava,7.65,448.1,21.0,70.7,Traditional,0.6
2003,Busia,Long Rains,Rice,11.64,218.6,17.9,70.7,Hybrid,0.2
2003,Busia,Short Rains,Beans,13.69,353.8,17.2,70.7,Traditional,0.2
2003,Busia,Short Rains,Maize,7.16,339.9,20.9,70.7,Traditional,0.4
2003,Busia,Short Rains,Cassava,2.02,468.6,18.7,70.7,Hybrid,0.52
2003,Busia,Short Rains,Rice,4.28,102.1,19.7,70.7,Hybrid,0.2
2003,Isiolo,Long Rains,Beans,0.74,127.6,29.4,25.8,Traditional,0.2
2003,Isiolo,Long Rains,Maize,5.79,177.1,30.9,25.8,Hybrid,0.2
2003,Isiolo,Short Rains,Beans,14.68,124.7,27.6,25.8,Traditional,0.2
2003,Isiolo,Short Rains,Maize,14.79,94.3,27.2,25.8,Traditional,0.2
2003,Marsabit,Long Rains,Beans,8.08,146.0,30.9,42.9,Improved Traditional,0.2
2003,Marsabit,Long Rains,Maize,8.32,135.3,31.8,42.9,Traditional,0.2
2003,Marsabit,Short Rains,Beans,2.26,65.5,33.3,42.9,Traditional,0.2
2003,Marsabit,Short Rains,Maize,13.94,72.0,31.4,42.9,Hybrid,0.2
2004,Uasin Gishu,Long Rains,Wheat,2.84,894.5,14.3,71.9,Improved Traditional,3.59
2004,Uasin Gishu,Long Rains,Beans,9.31,1086.5,16.4,71.9,Hybrid,1.28
2004,Uasin Gishu,Long Rains,Maize,14.98,975.4,17.5,71.9,Traditional,2.37
2004,Uasin Gishu,Short Rains,Wheat,8.09,1070.9,17.1,71.9,Hybrid,6.65
2004,Uasin Gishu,Short Rains,Beans,5.17,1085.3,18.2,71.9,Hybrid,1.64
2004,Uasin Gishu,Short Rains,Maize,6.54,423.3,15.2,71.9,Hybrid,0.27
2004,Trans Nzoia,Long Rains,Wheat,6.6,1743.5,18.0,106.6,Improved Traditional,8.02
2004,Trans Nzoia,Long Rains,Beans,1.15,1263.4,17.0,106.6,Hybrid,3.05
2004,Trans Nzoia,Long Rains,Maize,2.52,1291.0,18.1,106.6,Improved Traditional,4.12
2004,Trans Nzoia,Short Rains,Wheat,9.95,934.1,18.9,106.6,Hybrid,7.37
2004,Trans Nzoia,Short Rains,Beans,7.88,1577.2,16.8,106.6,Improved Traditional,4.04
2004,Trans Nzoia,Short Rains,Maize,9.16,880.4,15.6,106.6,Hybrid,2.91
2004,Nakuru,Long Rains,Wheat,10.39,1056.1,17.7,157.8,Hybrid,12.38
2004,Nakuru,Long Rains,Beans,2.61,805.2,19.7,157.8,Traditional,2.66
2004,Nakuru,Long Rains,Maize,13.01,1511.9,17.8,157.8,Traditional,6.56
2004,Nakuru,Long Rains,Potatoes,1.98,1276.9,18.4,157.8,Hybrid,21.15
2004,Nakuru,Short Rains,Wheat,12.97,719.4,17.8,157.8,Hybrid,12.56
2004,Nakuru,Short Rains,Beans,5.47,581.8,17.2,157.8,Hybrid,2.62
2004,Nakuru,Short Rains,Maize,12.36,785.1,20.4,157.8,Hybrid,7.75
2004,Nakuru,Short Rains,Potatoes,11.38,631.8,20.8,157.8,Improved Traditional,5.1
2004,Nandi,Long Rains,Beans,10.93,1215.5,17.6,81.0,Hybrid,3.36
2004,Nandi,Long Rains,Maize,7.5,1226.9,17.7,81.0,Improved Traditional,5.08
2004,Nandi,Long Rains,Tea,7.6,1024.2,19.1,81.0,Hybrid,5.61
2004,Nandi,Short Rains,Beans,2.07,871.1,17.4,81.0,Improved Traditional,1.58
2004,Nandi,Short Rains,Maize,14.01,975.1,19.4,81.0,Hybrid,3.18
2004,Nandi,Short Rains,Tea,8.64,1332.7,18.9,81.0,Traditional,4.92
2004,Bungoma,Long Rains,Beans,13.75,1369.8,19.3,135.8,Hybrid,5.7
2004,Bungoma,Long Rains,Maize,12.2,1605.4,16.5,135.8,Traditional,4.5
2004,Bungoma,Short Rains,Beans,13.8,848.0,18.9,135.8,Improved Traditional,1.37
2004,Bungoma,Short Rains,Maize,9.81,1069.5,18.7,135.8,Improved Traditional,5.33
2004,Kakamega,Long Rains,Beans,9.05,1586.9,19.0,105.5,Hybrid,2.78
2004,Kakamega,Long Rains,Maize,13.77,1020.1,20.2,105.5,Improved Traditional,2.39
2004,Kakamega,Short Rains,Beans,6.51,352.2,20.5,105.5,Hybrid,0.4
2004,Kakamega,Short Rains,Maize,10.45,599.7,18.4,105.5,Hybrid,1.12
2004,Kisii,Long Rains,Beans,7.42,2233.6,18.0,128.0,Hybrid,4.29
2004,Kisii,Long Rains,Maize,8.71,2195.9,21.4,128.0,Improved Traditional,7.66
2004,Kisii,Short Rains,Beans,5.93,1364.3,20.8,128.0,Hybrid,3.92
2004,Kisii,Short Rains,Maize,11.3,1255.2,19.4,128.0,Hybrid,5.28
2004,Nyamira,Long Rains,Beans,8.04,801.1,17.5,98.5,Hybrid,1.47
2004,Nyamira,Long Rains,Maize,1.3,2190.3,18.4,98.5,Improved Traditional,7.48
2004,Nyamira,Short Rains,Beans,6.07,1399.0,18.5,98.5,Hybrid,3.42
2004,Nyamira,Short Rains,Maize,10.85,1652.0,19.0,98.5,Traditional,6.17
2004,Vihiga,Long Rains,Beans,13.42,1515.2,19.0,52.3,Hybrid,1.64
2004,Vihiga,Long Rains,Maize,4.62,1063.1,19.5,52.3,Hybrid,3.24
2004,Vihiga,Short Rains,Beans,7.17,980.5,20.2,52.3,Traditional,0.54
2004,Vihiga,Short Rains,Maize,11.94,837.9,20.6,52.3,Traditional,2.21
2004,Bomet,Long Rains,Beans,13.13,1171.8,16.9,97.6,Hybrid,2.29
2004,Bomet,Long Rains,Maize,12.8,1170.5,15.2,97.6,Hybrid,3.66
2004,Bomet,Long Rains,Tea,4.03,1309.9,17.9,97.6,Hybrid,10.46
2004,Bomet,Long Rains,Potatoes,7.63,1160.6,19.8,97.6,Improved Traditional,1.39
2004,Bomet,Short Rains,Beans,13.0,996.6,16.8,97.6,Hybrid,2.46
2004,Bomet,Short Rains,Maize,10.92,1300.8,19.3,97.6,Traditional,4.04
2004,Bomet,Short Rains,Tea,1.41,960.7,16.8,97.6,Hybrid,4.35
2004,Bomet,Short Rains,Potatoes,5.89,1443.0,17.7,97.6,Hybrid,12.89
2004,Kericho,Long Rains,Beans,12.64,1681.6,17.7,128.6,Improved Traditional,3.41
2004,Kericho,Long Rains,Maize,7.76,1861.8,17.7,128.6,Improved Traditional,6.49
2004,Kericho,Long Rains,Tea,6.55,1979.7,17.4,128.6,Hybrid,5.18
2004,Kericho,Short Rains,Beans,9.79,691.3,16.6,128.6,Hybrid,1.0
2004,Kericho,Short Rains,Maize,2.81,1071.5,18.8,128.6,Hybrid,3.01
2004,Kericho,Short Rains,Tea,9.64,777.7,19.4,128.6,Hybrid,4.01
2004,Nyeri,Long Rains,Beans,6.24,853.0,15.7,82.6,Traditional,1.9
2004,Nyeri,Long Rains,Maize,3.43,1002.5,15.0,82.6,Traditional,1.32
2004,Nyeri,Long Rains,Tea,3.76,946.0,14.0,82.6,Traditional,2.67
2004,Nyeri,Long Rains,Coffee,13.05,712.6,17.8,82.6,Hybrid,0.91
2004,Nyeri,Short Rains,Beans,6.41,595.4,17.0,82.6,Traditional,0.94
2004,Nyeri,Short Rains,Maize,4.09,823.7,16.1,82.6,Traditional,1.68
2004,Nyeri,Short Rains,Tea,2.18,515.1,15.2,82.6,Traditional,1.17
2004,Nyeri,Short Rains,Coffee,1.45,988.7,14.6,82.6,Traditional,2.05
2004,Muranga,Long Rains,Beans,8.88,1036.3,17.5,74.8,Traditional,0.48
2004,Muranga,Long Rains,Maize,13.26,1660.7,17.3,74.8,Traditional,2.13
2004,Muranga,Long Rains,Tea,4.17,1273.5,19.4,74.8,Improved Traditional,2.31
2004,Muranga,Long Rains,Coffee,8.12,1360.7,18.9,74.8,Traditional,3.28
2004,Muranga,Short Rains,Beans,3.16,649.4,17.1,74.8,Traditional,1.0
2004,Muranga,Short Rains,Maize,13.87,762.3,18.8,74.8,Traditional,1.96
2004,Muranga,Short Rains,Tea,8.95,912.6,19.1,74.8,Hybrid,3.92
2004,Muranga,Short Rains,Coffee,2.06,752.2,18.4,74.8,Traditional,1.49
2004,Kiambu,Long Rains,Beans,2.84,931.7,18.5,47.1,Traditional,1.08
2004,Kiambu,Long Rains,Maize,6.8,1407.1,18.6,47.1,Improved Traditional,3.82
2004,Kiambu,Long Rains,Coffee,10.37,1163.9,15.7,47.1,Improved Traditional,1.98
2004,Kiambu,Short Rains,Beans,13.38,920.5,15.3,47.1,Traditional,0.92
2004,Kiambu,Short Rains,Maize,12.9,624.9,18.2,47.1,Traditional,1.39
2004,Kiambu,Short Rains,Coffee,7.72,452.5,17.5,47.1,Improved Traditional,0.87
2004,Kirinyaga,Long Rains,Beans,4.58,837.3,19.1,50.1,Improved Traditional,1.06
2004,Kirinyaga,Long Rains,Maize,12.7,1347.8,17.4,50.1,Traditional,3.21
2004,Kirinyaga,Long Rains,Coffee,2.28,846.2,20.6,50.1,Traditional,1.54
2004,Kirinyaga,Long Rains,Rice,9.96,1036.7,19.2,50.1,Traditional,1.35
2004,Kirinyaga,Short Rains,Beans,3.33,641.6,16.6,50.1,Improved Traditional,0.84
2004,Kirinyaga,Short Rains,Maize,0.75,1077.5,20.7,50.1,Traditional,4.07
2004,Kirinyaga,Short Rains,Coffee,14.71,603.2,16.8,50.1,Improved Traditional,0.94
2004,Kirinyaga,Short Rains,Rice,4.28,867.4,17.2,50.1,Traditional,0.34
2004,Embu,Long Rains,Beans,13.48,793.9,19.3,34.2,Improved Traditional,1.08
2004,Embu,Long Rains,Maize,6.85,927.6,20.3,34.2,Hybrid,4.15
2004,Embu,Long Rains,Coffee,9.28,549.4,20.7,34.2,Traditional,1.16
2004,Embu,Short Rains,Beans,7.59,468.1,19.8,34.2,Improved Traditional,0.72
