Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,LogMonthlyIncome,YearsPerCompany,PromotionLag,IncomePerYear,HighRiskProfile
55,0,2,135,18,4,3,1,62,3,2,2,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.761863373,5.666666667,-1,354.72,0
41,0,0,247,7,1,2,0,55,1,5,3,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.902186707,21,-11,907.86,0
38,0,1,1035,3,4,2,1,42,3,2,4,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.833754223,2.375,0,343.05,0
26,1,0,265,29,2,2,1,79,1,2,1,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8.511175119,0.875,0,621.12,0
52,1,1,266,2,1,1,0,57,1,5,4,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9.895757754,33,-8,583.68,0
44,0,1,1448,28,3,4,0,53,4,4,4,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,9.497097016,7.666666667,0,555,0
50,0,0,145,1,3,4,0,95,3,2,3,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.755895082,19,-7,317.35,0
36,1,1,885,16,4,3,0,43,4,1,1,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.917171989,18,2,144.37,0
39,0,2,945,22,3,4,0,82,3,3,1,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9.294773428,21,-4,494.55,0
33,0,0,1038,8,1,2,0,88,2,1,4,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7.759187439,3,0,585.5,0
45,0,1,1234,11,2,4,0,90,3,4,4,17650,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.778547718,8.666666667,-2,653.7,0
32,0,0,1109,29,4,4,0,69,3,1,3,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8.300528606,1.111111111,0,365.91,0
34,0,1,216,1,4,2,1,75,4,2,4,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.182557991,16,-1,572.06,0
59,0,1,1089,1,2,2,1,66,3,3,4,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9.384713759,4.666666667,-4,793.6,0
45,0,1,788,24,4,2,1,36,3,1,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7.686162303,6,-3,311,0
53,0,2,124,2,3,3,0,38,2,3,2,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8.926118971,15,-1,242.74,0
36,1,1,660,15,3,1,1,81,3,2,3,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.483636408,1.285714286,0,483.4,0
26,1,2,342,2,3,1,1,57,3,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.622174595,1,-1,291.71,0
34,0,1,1333,10,4,3,0,87,3,1,3,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.705712824,1,-1,1110,0
28,0,1,1144,10,1,4,1,74,3,1,2,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6.959398512,1,0,526,0
38,0,2,1186,3,4,3,1,44,3,1,3,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7.945201132,2.666666667,0,313.44,0
50,0,1,1464,2,4,2,1,62,3,5,3,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9.864642769,14.5,6,641.23,0
37,0,1,124,3,3,4,0,35,3,2,2,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.320691571,2.666666667,-3,456.33,0
40,0,1,300,26,3,3,1,74,3,2,1,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.035629778,8,0,932.89,0
26,0,2,921,1,1,1,0,66,2,1,3,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.604894481,5,-2,334.5,0
46,0,1,430,1,4,4,1,40,3,5,4,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.884712397,2.555555556,0,817.79,0
54,0,1,1082,2,4,3,0,41,2,3,3,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9.276783329,2.166666667,3,763.29,0
56,0,2,1240,9,3,1,0,63,3,1,3,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7.987184748,9,-4,154.84,0
36,0,1,796,12,5,4,0,51,2,3,4,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9.08918917,15,-1,553.62,0
55,0,0,444,2,1,3,1,40,2,4,1,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.72657136,4.428571429,-1,523.62,0
43,0,1,415,25,3,3,1,79,2,3,4,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9.287208816,3.6,0,568.32,0
20,1,2,769,9,3,4,0,54,3,1,4,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7.751045118,2,-2,774.33,1
21,1,1,1334,10,3,3,0,36,2,1,1,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.25629724,1,1,708,0
46,0,1,1003,8,4,4,0,74,2,2,1,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.437283808,2.375,-12,230.75,0
51,1,1,1323,4,4,1,1,34,3,1,3,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.808729307,2,2,129.53,0
28,1,0,1366,24,2,2,1,72,2,3,1,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.073718494,10,-6,792.91,0
26,0,1,192,1,2,1,1,59,2,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8.282988693,6,-2,565,0
30,0,1,1176,20,3,3,1,85,3,2,1,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9.206131527,7,-2,1244.62,0
41,0,1,509,7,2,2,0,43,4,1,3,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8.12474302,10,-6,306.91,0
38,0,1,330,17,1,3,0,65,2,3,3,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.085230561,20,-8,420.14,0
40,0,1,1492,20,4,1,1,61,3,3,4,10322,26542,4,0,20,4,4,1,14,6,3,11,10,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.242129694,3.5,1,688.13,0
27,0,0,1277,8,5,1,1,87,1,1,3,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.438582791,3,-1,1155.25,0
55,0,2,1091,2,1,4,1,65,3,3,2,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.303557454,7.666666667,-1,457.33,0
28,0,1,857,10,3,3,0,59,3,2,3,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8.205491613,3.333333333,-6,332.73,0
44,1,1,1376,1,2,2,1,91,2,3,1,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,9.257510176,2.666666667,-3,419.28,0
33,0,1,654,5,3,4,1,34,2,3,4,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.870663004,2.25,-1,711.9,0
35,1,1,1204,4,3,4,1,86,3,3,1,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9.167745974,9,-3,958.2,0
33,1,2,827,29,4,1,0,54,2,2,3,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8.413830678,14,-4,300.53,0
28,0,1,895,15,2,1,1,50,3,1,3,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.699842407,4,0,441.4,0
34,0,2,618,3,1,1,1,45,3,2,4,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.95635094,7,-2,969.5,0
37,0,1,309,10,4,4,0,88,2,2,4,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.809116258,4,0,743.78,0
25,1,1,1219,4,1,4,1,32,3,1,4,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,8.213923596,7,-2,461.38,0
26,1,1,1330,21,3,1,1,37,3,1,3,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.774015077,1,-1,1188.5,0
33,1,1,1017,25,3,1,1,55,2,1,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7.746732908,1.25,0,385.5,0
42,0,1,469,2,2,4,1,35,3,4,1,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.779397167,23,7,736.04,0
28,1,2,1009,1,3,1,1,45,2,1,2,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.862112212,1,0,1298,0
50,1,2,959,1,4,4,1,81,3,2,3,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.461469043,1.666666667,0,788,0
33,0,2,970,7,3,4,0,30,3,2,2,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.367067733,4,-2,860.4,0
34,0,0,697,3,4,3,1,40,2,1,4,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.999678579,2,0,425.57,0
48,0,0,1262,1,4,1,1,35,4,4,4,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.734240155,13.5,-2,603.04,0
45,0,0,1050,9,4,2,0,65,2,2,3,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.629449874,15,-6,349.56,0
52,0,1,994,7,4,2,1,87,3,3,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.253974409,2.571428571,-2,549.74,0
38,0,1,770,10,4,3,1,73,2,3,3,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.075779879,9,-5,874,0
29,0,1,1107,28,4,3,0,93,3,1,4,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.830028083,2.75,-4,209.5,0
28,0,1,950,3,3,4,0,93,3,3,2,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8.943244933,10,-6,695.91,0
46,0,1,406,3,1,1,1,52,3,4,3,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9.768011413,7.666666667,-5,727.71,0
38,0,1,130,2,2,4,1,32,3,3,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8.902727664,1.428571429,0,668.27,0
43,0,2,1082,27,3,3,0,83,3,3,1,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.28924397,2.25,-7,569.47,0
39,1,2,203,2,3,1,1,84,3,4,4,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.406729186,3,4,553.14,0
40,0,1,1308,14,3,3,1,44,2,5,3,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9.884661448,21,-3,892.09,0
21,0,1,984,1,1,4,0,70,2,1,2,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7.635786861,2,0,690,0
39,0,0,439,9,3,3,1,70,3,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.822174761,1,-4,678.2,0
36,0,0,217,18,4,1,1,78,3,2,4,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.959311617,9,-9,409.42,0
31,0,2,793,20,3,3,1,67,4,1,4,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.934513464,3,0,697.75,0
28,0,1,1451,2,1,1,1,67,2,1,2,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.071530894,6,-3,457.29,0
35,0,2,1182,11,2,4,1,54,3,2,4,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.510973892,5,-2,828,0
49,0,1,174,8,4,4,1,56,2,4,2,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,9.481969279,3.666666667,-6,570.43,0
34,0,2,1003,2,2,4,1,95,3,2,3,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.302513719,2.5,-2,672.17,0
29,0,2,490,10,3,4,0,61,3,1,2,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.099250562,8,-4,365.67,0
42,0,1,188,29,3,2,1,56,1,2,4,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8.360071436,4,0,251.29,0
29,0,1,718,8,1,2,1,79,2,2,4,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.528528701,10,-6,459.64,0
38,0,1,433,1,3,3,1,37,4,1,3,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.953318347,7,-1,355.5,0
28,0,2,773,6,3,3,1,39,2,1,3,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.902487437,3,-1,675.75,0
18,1,0,247,8,1,3,1,80,3,1,3,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7.552237288,0,0,1904,0
33,1,1,603,9,4,1,0,77,3,2,1,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9.014933576,6,-2,1174.86,0
41,0,1,167,12,4,2,1,46,3,1,4,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.469472455,2,0,680.86,0
31,1,2,874,15,3,3,1,72,3,1,3,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.867488569,2,0,870,0
37,0,1,367,25,2,3,0,52,2,2,4,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.653819789,1.285714286,-1,573.1,0
27,0,1,199,6,3,4,1,55,2,1,3,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.83991936,4,0,507.8,0
34,0,1,1400,9,1,2,0,70,3,2,3,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.650849576,6,-4,816.29,0
35,0,1,528,8,4,3,1,100,3,1,3,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8.371936179,6,-3,617.57,0
29,1,1,408,23,1,4,0,45,2,3,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.900685319,11,-5,611.33,0
40,0,2,593,9,4,2,0,88,3,3,3,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9.510444964,2.222222222,-5,642.81,0
42,1,2,481,12,3,3,1,44,3,4,1,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9.529448434,22,4,598.17,0
42,0,1,647,4,4,2,1,45,3,2,1,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8.547916364,1.285714286,-3,515.5,0
35,0,1,982,1,4,4,1,58,2,1,3,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.722677516,1.666666667,1,205.27,0
24,0,1,477,24,3,4,1,49,3,1,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8.188133415,0.75,-2,513.86,0
28,1,1,1485,12,1,3,0,79,3,1,4,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.830425618,1,-1,1257.5,0
26,0,1,1384,3,4,1,1,82,4,1,4,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8.394121194,8,-7,491.11,0
30,0,1,852,10,3,3,1,72,2,2,3,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8.791638037,10,-2,598,0
40,0,2,902,26,2,3,0,92,2,2,4,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8.394573478,5.333333333,-1,260.12,0
35,0,1,819,2,3,3,1,44,2,3,2,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.237469039,7.5,-1,642.12,0
34,0,2,669,1,3,4,1,97,2,2,1,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.583729715,14,-5,356.2,0
35,0,2,636,4,4,4,1,47,2,1,4,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.773594467,2,0,792,0
43,1,1,1372,9,3,1,0,85,1,2,3,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8.584290935,0.875,-2,668.25,0
32,0,0,862,2,1,3,0,76,3,1,1,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.947325027,1,0,1413.5,0
56,0,1,718,4,4,4,0,92,3,5,1,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.900683625,7,2,687.69,0
29,0,1,1401,6,1,2,0,54,3,1,4,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8.049427057,10,-8,284.64,0
19,0,1,645,9,2,3,1,54,3,1,1,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.845024417,1,-1,1276,0
45,0,1,1457,7,3,1,0,83,3,1,3,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8.406931797,1.75,-2,559.62,0
37,0,1,977,1,3,4,0,56,2,2,4,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.775703887,14,-5,431.6,0
20,0,1,805,3,3,1,1,87,2,1,3,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.01763716,2,-1,1011,0
44,1,1,1097,10,4,3,1,96,3,1,3,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.985143931,6,-4,419.43,0
53,0,1,1223,7,2,4,0,50,3,5,3,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.831293133,8.666666667,-3,689.11,0
29,0,1,942,15,1,2,0,69,1,1,4,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.682021511,6,-3,309.71,0
22,1,2,1256,3,4,3,1,48,2,1,4,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.956476798,1,0,1426.5,0
46,0,1,1402,2,3,3,0,69,3,4,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9.74384683,3.5,0,587.86,0
44,0,0,111,17,3,4,1,74,1,1,3,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.736743682,3,0,327.14,0
33,0,1,147,2,3,2,1,99,3,1,3,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.188966864,5,-3,600,0
41,1,0,906,5,2,1,1,95,2,1,1,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.65349491,0.833333333,0,351.17,0
30,0,1,1329,29,4,3,1,61,3,2,1,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.322637097,1,-3,457.22,0
40,0,2,1184,2,4,2,1,62,3,2,2,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8.372860821,1,0,721.17,0
50,0,2,1421,2,3,4,0,30,3,4,1,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.790150867,16,0,541.09,0
28,0,1,1179,19,4,4,1,78,2,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8.069968149,6,-2,456.57,0
46,0,1,1450,15,2,4,1,52,3,5,2,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9.856500761,5,-2,733.88,0
